id,title,type,genres,providers,vote_count,vote_average
114692,Støvsugerbanden,movie,"코미디,범죄",기타,4,7.6
49172,Public Enemies,movie,"드라마,범죄",기타,15,3.733
1228827,Mastiii 4,movie,코미디,기타,0,0.0
311324,그레이트 월,movie,"액션,모험,판타지","Amazon Prime Video, Watcha, wavve",5385,6.029
16417,Yankee Zulu,movie,코미디,기타,38,5.9
540728,গহীন হৃদয়,movie,드라마,기타,1,10.0
344120,미친개들,movie,"액션,드라마,스릴러,미스터리",wavve,108,5.5
16442,요크 상사,movie,"전쟁,드라마",wavve,224,7.2
180299,레이드 2: 반격의 시작,movie,"액션,범죄,스릴러",기타,2491,7.6
409700,Digital Sam in Sam Saek 2006: Talk to Her,movie,드라마,기타,4,6.5
114789,좀비들의 섬 - 데드 시즌,movie,"공포,액션",기타,57,4.6
770156,Lucy Shimmers and the Prince of Peace,movie,"드라마,가족",기타,329,8.369
147568,Løperjenten,movie,"가족,드라마",기타,13,5.5
213120,Ninfas Diabólicas,movie,공포,기타,2,8.0
245891,존 윅,movie,"액션,스릴러",Watcha,20202,7.452
49292,동물적 본능,movie,"드라마,스릴러",기타,47,4.9
1097870,디어 산타,movie,"코미디,판타지",기타,424,6.25
16526,Clowning Around,movie,"코미디,가족,드라마,모험",기타,4,7.0
1458322,Two Sleepy People,movie,"로맨스,코미디,드라마",기타,0,0.0
835736,Buďme připraveni,movie,기타,기타,0,0.0
409753,הורה 79,movie,"드라마,코미디",기타,4,5.5
671909,"예스, 발레!",movie,드라마,Netflix,23,7.6
147624,마지막 잎새,movie,드라마,기타,90,6.578
16553,리틀 맨하탄,movie,"코미디,로맨스",Watcha,743,7.2
49332,Deadly Eyes,movie,"공포,SF,스릴러",기타,47,5.66
16577,아스트로 보이: 아톰의 귀환,movie,"애니메이션,액션,가족,SF","TVING, Watcha, wavve",1595,6.322
573657,아웃 오브 튠,movie,"코미디,드라마","TVING, Watcha, wavve",17,5.9
475369,Deadly Detention,movie,"공포,코미디,TV 영화",기타,34,3.9
901362,트롤: 밴드 투게더,movie,"애니메이션,가족,음악,판타지,코미디",기타,942,7.266
278771,인플릭션,movie,"드라마,공포",wavve,15,3.6
49396,The Haunted,movie,"공포,미스터리,TV 영화",기타,55,6.0
1032448,Jurassic Triangle,movie,"공포,액션,SF",기타,11,2.6
246032,Rycerz,movie,"판타지,모험,드라마",기타,8,6.9
16673,No Alibi,movie,"스릴러,범죄,드라마,미스터리",기타,6,2.2
49444,쿵푸팬더 2,movie,"애니메이션,가족,코미디",기타,7602,7.051
803114,더 리퀸,movie,"공포,미스터리,스릴러",기타,365,4.8
934201,The Prank,movie,"코미디,스릴러,범죄,공포",기타,14,5.571
377170,Trailin' West,movie,서부,기타,0,0.0
1032553,ஃபர்ஹானா,movie,"드라마,스릴러",기타,5,5.4
1294698,케이스 137,movie,"범죄,드라마",기타,28,6.75
49519,크루즈 패밀리,movie,"애니메이션,모험,가족,코미디","Amazon Prime Video, wavve",7341,6.928
49521,맨 오브 스틸,movie,"액션,모험,SF",Watcha,15776,6.639
49529,존 카터: 바숨 전쟁의 서막,movie,"액션,모험,SF",Disney Plus,5916,6.356
49530,인 타임,movie,"액션,스릴러,SF","Disney Plus, Watcha, wavve",11855,6.971
16763,캔디 케인 2: 데드 어헤드,movie,"범죄,스릴러,공포",기타,261,5.519
901511,세컨 챈스,movie,"다큐멘터리,역사",기타,10,6.6
278927,정글북,movie,"가족,모험,판타지",Disney Plus,8322,6.866
213395,Sons & Lovers,movie,"드라마,로맨스",기타,6,5.333
868759,'고스팅' - Ghosted,movie,"액션,코미디,로맨스","Apple TV, TVING",2046,6.912
475557,조커,movie,"범죄,스릴러,드라마",기타,26992,8.1
541099,고스트헌터: 슈퍼내추럴,movie,"코미디,공포",Watcha,84,5.929
49584,Strange Planet,movie,"코미디,로맨스",기타,11,4.545
1327537,Dead Money,movie,"스릴러,범죄",기타,6,5.3
1196470,서바이브,movie,"SF,스릴러,모험,액션",Watcha,327,5.817
82367,Il marito,movie,코미디,기타,30,6.267
82368,Il mattatore,movie,코미디,기타,52,7.206
606661,Žltý dostavník,movie,코미디,기타,0,0.0
508370,Desejo Violento,movie,범죄,기타,0,0.0
16859,마녀 배달부 키키,movie,"애니메이션,가족,판타지",Netflix,4376,7.831
16869,바스터즈: 거친 녀석들,movie,"드라마,스릴러,전쟁",Amazon Prime Video,23423,8.2
16871,드래그 미 투 헬,movie,"공포,스릴러",Watcha,3921,6.456
737779,Chateau Christmas,movie,"로맨스,TV 영화",기타,46,6.304
16890,나의 인생 나의 기타,movie,"로맨스,드라마,음악",기타,51,5.5
147967,The Journeyman,movie,서부,기타,2,5.0
737793,감탕나무속,movie,"로맨스,TV 영화",기타,28,7.3
147973,블랙벨트,movie,액션,기타,21,5.071
508422,펭귄 하이웨이,movie,"애니메이션,모험,코미디,판타지",Watcha,242,7.1
410119,육보단,movie,"드라마,판타지,로맨스",기타,27,5.2
508442,소울,movie,"애니메이션,가족,코미디,판타지,드라마",Disney Plus,11027,8.1
16938,블랙 크리스마스,movie,"공포,미스터리",기타,884,6.9
213555,Carnal Crimes,movie,스릴러,기타,18,4.306
1032765,Mon Inséparable,movie,드라마,기타,20,6.375
115265,Azad,movie,"액션,범죄,드라마",기타,5,5.8
672322,바람의 검심 최종장: 더 비기닝,movie,"액션,모험,드라마,로맨스",Netflix,507,7.665
82507,살인소설,movie,"공포,스릴러,미스터리",기타,5840,6.9
16973,섹스 마네킹,movie,"드라마,공포,로맨스,스릴러",wavve,77,5.9
344653,پرچم در ساحل,movie,애니메이션,기타,8,7.0
1196632,네이키드 트랩,movie,스릴러,"TVING, Watcha",7,4.6
16985,금발이 너무해 3,movie,코미디,기타,282,5.699
115290,블루 라군: 어웨이크닝,movie,"드라마,모험,로맨스,TV 영화",기타,1473,6.445
16987,사랑한다고 말해줘,movie,"로맨스,드라마,액션,코미디",기타,140,6.621
16992,더 복서,movie,"드라마,로맨스",기타,290,6.7
115301,사랑에 빠진 여인,movie,"드라마,로맨스,전쟁",기타,58,7.776
279148,Labyrinthus,movie,"가족,모험",기타,50,5.8
705133,라스트 댄서,movie,드라마,"TVING, Watcha, wavve",6,5.3
1196660,Haslers,movie,"드라마,로맨스,스릴러",기타,4,4.0
82550,Roberto Succo,movie,드라마,기타,38,5.961
1032823,트랩,movie,"범죄,스릴러",기타,2522,6.3
639609,홀리데이 러시,movie,"드라마,코미디,로맨스",Netflix,218,5.6
770684,리탈리에이터: 악인전,movie,"공포,스릴러,액션",기타,67,5.769
49811,St. Ives,movie,"드라마,로맨스",기타,12,5.375
115360,Un genio en apuros,movie,"가족,코미디",기타,10,3.6
770724,리멘시타,movie,드라마,"Netflix, TVING, Watcha, wavve",219,6.338
246443,Die Spionin,movie,"드라마,TV 영화,역사,스릴러",기타,8,5.4
279214,National Lampoon's Another Dirty Movie,movie,코미디,기타,7,2.143
213681,마스터마인드,movie,"액션,코미디,범죄",기타,1806,5.757
115383,Ulvesommer,movie,"모험,드라마,가족",기타,35,5.5
672440,Serigala Langit,movie,"액션,드라마",기타,0,0.0
49849,카우보이 & 에이리언,movie,"액션,SF,스릴러,서부",기타,5235,5.639
115386,루프캅,movie,"액션,범죄",기타,16,4.438
1327819,호퍼스,movie,"가족,코미디,애니메이션,SF",기타,0,0.0
49872,Hansel & Gretel,movie,"코미디,가족,판타지",기타,42,5.4
1262299,El Apocalipsis de san Juan,movie,"다큐멘터리,역사",기타,59,8.397
82662,L'industriale,movie,드라마,기타,36,5.278
639720,이프: 상상의 친구,movie,"코미디,판타지,가족",기타,1470,7.019
82675,테이큰 2,movie,"액션,범죄,스릴러",Disney Plus,6923,6.365
1327862,리그레팅 유,movie,"로맨스,드라마",기타,76,7.1
1196791,Soul on Fire,movie,드라마,기타,10,7.0
115446,디보스 인비테이션,movie,"코미디,로맨스",Watcha,31,4.4
82684,체이싱 매버릭스,movie,드라마,기타,583,7.002
574207,오퍼레이티브,movie,"드라마,스릴러",TVING,239,5.843
246528,Matka Królów,movie,"역사,전쟁,드라마",기타,6,6.2
82690,주먹왕 랄프,movie,"가족,애니메이션,코미디,모험",Disney Plus,12773,7.352
672521,메이데이,movie,"미스터리,판타지,드라마",기타,56,4.9
82702,드래곤 길들이기 2,movie,"판타지,액션,모험,애니메이션,코미디,가족",wavve,10116,7.676
17174,The Neighbor,movie,"코미디,로맨스",기타,27,5.1
49950,룸메이트,movie,"스릴러,드라마,공포",기타,973,5.38
213805,Dead Body Man,movie,공포,기타,0,0.0
869166,Venuseffekten,movie,"코미디,로맨스",기타,13,6.8
17207,하우스게스트,movie,코미디,기타,76,5.441
148285,Django sfida Sartana,movie,서부,기타,12,5.042
1098572,A MÃE DO AMANHECER,movie,다큐멘터리,기타,0,0.0
377690,Løvekvinnen,movie,드라마,기타,128,6.848
50014,헬프,movie,드라마,Disney Plus,8752,8.204
639838,유혹의 한계,movie,스릴러,"TVING, Watcha, wavve",45,6.578
50023,데드 어웨이크,movie,"판타지,미스터리,스릴러,로맨스",기타,40,4.6
803690,Langue étrangère,movie,드라마,기타,47,6.8
279410,Ekskursantė,movie,"액션,드라마",기타,14,6.5
115580,잼 필름즈,movie,"코미디,드라마,판타지",기타,22,7.8
246655,엑스맨: 아포칼립스,movie,"액션,모험,SF,판타지","Disney Plus, Watcha, wavve",13449,6.518
344968,The Muse,movie,드라마,기타,4,8.2
1360780,Our Holiday Story,movie,"TV 영화,코미디,로맨스",기타,13,6.423
312221,크리드,movie,"드라마,액션",Watcha,7741,7.407
1033148,"다이, 마이 러브",movie,"드라마,스릴러",기타,46,6.8
639933,노스맨,movie,"액션,모험,판타지",Netflix,4782,7.036
836563,Evolúció,movie,드라마,기타,28,5.8
803796,케이팝 데몬 헌터스,movie,"판타지,음악,코미디,애니메이션",Netflix,1939,8.21
508883,그대들은 어떻게 살 것인가,movie,"애니메이션,모험,판타지,가족,드라마",Netflix,2395,7.4
1033177,Igavene suvi,movie,SF,기타,3,6.0
279515,Kaliyuga Pandavulu,movie,드라마,기타,0,0.0
541660,그때 그들,movie,드라마,기타,328,6.688
541671,발레리나,movie,"액션,스릴러,범죄",기타,1985,7.309
639988,어쩔수가없다,movie,"범죄,스릴러,코미디",기타,47,7.8
214009,The Crime Patrol,movie,"범죄,드라마,로맨스",기타,1,5.0
50177,배신,movie,스릴러,기타,24,5.7
17409,권총왕,movie,서부,기타,195,7.3
1262599,쾌락의 해변,movie,드라마,기타,5,4.4
17417,Le Missionnaire,movie,코미디,기타,160,5.8
574475,파이널 데스티네이션: 블러드라인,movie,"공포,미스터리",기타,2395,7.1
508943,루카,movie,"애니메이션,코미디,판타지,모험,가족",Disney Plus,8732,7.792
508947,메이의 새빨간 비밀,movie,"애니메이션,가족,코미디,판타지",Disney Plus,5592,7.328
377878,슈퍼오리: 태양을 지켜라,movie,애니메이션,"Watcha, wavve",31,4.7
50199,Super rapina a Milano,movie,"코미디,범죄,스릴러",기타,9,7.2
1164355,렘바융,movie,"공포,스릴러",기타,10,7.2
115786,여름정원,movie,드라마,TVING,18,7.4
1197137,블랙폰 2,movie,"공포,스릴러",기타,593,6.856
672852,어바웃 호프,movie,"로맨스,코미디","TVING, wavve",39,7.0
1229910,Kryptic,movie,"공포,스릴러,드라마",기타,19,4.895
1426518,나는 에디 머피,movie,다큐멘터리,Netflix,23,6.804
1229915,데드 메일,movie,"범죄,스릴러,음악,미스터리",기타,32,6.0
50268,카프리의 깊은 밤,movie,드라마,기타,58,5.121
83038,The Wrestler,movie,"액션,범죄,드라마",기타,5,4.2
50271,Strange Cargo,movie,"드라마,로맨스,모험",기타,54,7.0
1492108,Kandungan,movie,"로맨스,드라마",기타,3,6.7
640146,앤트맨과 와스프: 퀀텀매니아,movie,"액션,모험,SF",Disney Plus,5515,6.255
1066132,Frau Holle,movie,"가족,TV 영화",기타,2,5.0
509083,Balkanski sindrom,movie,드라마,기타,1,5.0
50337,파이어브리더,movie,"판타지,애니메이션,액션,스릴러,가족",기타,217,7.4
967847,고스트버스터즈: 오싹한 뉴욕,movie,"판타지,모험,코미디",Netflix,1972,6.481
705714,Dietro la notte,movie,스릴러,기타,21,5.786
804024,히스테리컬,movie,다큐멘터리,기타,9,6.4
181442,Royal Opera House: Tosca,movie,"음악,드라마",기타,2,9.0
378064,목소리의 형태,movie,"애니메이션,드라마,로맨스","Netflix, TVING, Watcha, wavve",4271,8.387
181463,Rented Lips,movie,코미디,기타,8,3.4
17635,Daylight Robbery,movie,"범죄,드라마,액션,스릴러",기타,38,5.487
17637,야성녀,movie,"모험,드라마,로맨스",기타,12,5.6
378092,킬 케인,movie,"스릴러,범죄,액션",기타,18,3.9
869612,마스터 가드너,movie,"드라마,범죄,미스터리,스릴러","TVING, Watcha, wavve",311,6.016
1131759,전지적 독자 시점,movie,"액션,모험,판타지",기타,28,6.7
17651,Poster Boy,movie,"코미디,드라마,로맨스",기타,26,5.3
1033462,749局,movie,"액션,모험,SF",기타,24,4.917
17654,디스트릭트 9,movie,SF,wavve,9987,7.456
1197306,워킹맨,movie,"액션,범죄,스릴러",기타,1643,6.704
17663,빨간 머리 앤,movie,"가족,드라마",기타,248,8.1
50433,알코바,movie,"드라마,로맨스,스릴러",기타,34,5.2
967941,위키드: 포 굿,movie,"로맨스,판타지,모험",기타,209,6.715
50448,Count Dracula,movie,"공포,스릴러,드라마,TV 영화",기타,32,7.0
1328402,The People In The Walls,movie,"공포,스릴러,미스터리",기타,6,5.2
50456,한나,movie,"액션,스릴러,모험",Watcha,3534,6.59
181533,박물관이 살아있다: 비밀의 무덤,movie,"모험,코미디,판타지,가족",Disney Plus,6071,6.217
17707,브로크다운 팰리스,movie,"드라마,스릴러,미스터리",기타,401,6.431
148811,리투아니아 여행의 추억,movie,다큐멘터리,DocAlliance Films,42,7.0
50512,안나 카레니나,movie,"드라마,로맨스","TVING, Watcha, wavve",156,6.064
345426,खुशी,movie,"로맨스,드라마,액션",기타,19,5.4
1426776,벼랑 끝에 서서,movie,"스릴러,드라마,범죄",Netflix,868,7.812
1525087,Better Anything,movie,공포,기타,0,0.0
1361253,All I Need for Christmas,movie,"TV 영화,코미디,로맨스",기타,16,5.938
1426792,망고,movie,"로맨스,드라마",Netflix,30,6.8
50544,프렌즈 위드 베네핏,movie,"로맨스,코미디","Watcha, wavve",8212,6.65
50546,마이 프리텐드 와이프,movie,"코미디,로맨스",Netflix,5959,6.7
968051,더 넌 2,movie,공포,기타,2351,6.7
148850,Caligola: La storia mai raccontata,movie,"드라마,역사,공포",기타,47,5.4
542070,The Mountains of Mourne,movie,드라마,기타,6,7.0
509329,Maanasaandarapetta Yezdi,movie,"코미디,드라마",기타,0,0.0
837016,윌 빈튼의 클레이드림,movie,다큐멘터리,"TVING, Watcha, wavve",5,6.4
17819,미궁 속의 알리바이,movie,"코미디,범죄",기타,137,5.4
279968,White Settlers,movie,"미스터리,스릴러,공포",기타,104,4.611
312750,Rathinirvedam,movie,기타,기타,3,9.7
837047,The Driver,movie,드라마,기타,1,2.0
50619,브레이킹 던 Part 1,movie,"모험,판타지,로맨스",기타,9087,6.193
50620,브레이킹 던 Part 2,movie,"모험,판타지,드라마,로맨스",기타,9194,6.462
280002,리메이닝,movie,"스릴러,공포",기타,479,6.074
17874,Laserblast,movie,"SF,공포",기타,106,3.2
50646,크레이지 스투피드 러브,movie,"코미디,드라마,로맨스",기타,8965,7.269
116185,Billa II,movie,"액션,범죄","Sun Nxt, Tentkotta",40,5.988
214493,Isis Rising: Curse of the Lady Mummy,movie,공포,기타,18,2.444
1000938,프라이스 오브 패밀리,movie,코미디,Netflix,219,6.5
476669,킹스맨: 퍼스트 에이전트,movie,"액션,모험,스릴러",Disney Plus,4864,6.7
312849,아이비,movie,"드라마,판타지,스릴러",기타,101,7.812
1426968,Ya no quedan junglas,movie,"액션,범죄,스릴러",기타,9,6.4
17949,에이스 가이,movie,"액션,코미디",기타,161,4.683
83485,Bloody Kids,movie,"드라마,TV 영화",기타,11,6.4
607776,클린턴 로드,movie,공포,"TVING, wavve",19,2.9
17954,리빙 앤 다잉,movie,"범죄,스릴러",FilmBox+,29,4.3
771622,Beck 40 - Utom rimligt tvivel,movie,"범죄,드라마,스릴러,미스터리",기타,15,5.467
181812,스타워즈 에피소드 9: 라이즈 오브 스카이워커,movie,"모험,액션,SF",Disney Plus,10458,6.3
247354,Veiled Aristocrats,movie,드라마,기타,3,5.0
17979,크리스마스 캐롤,movie,"애니메이션,가족,판타지,드라마",Disney Plus,4767,6.895
1001026,Chasse gardée,movie,코미디,기타,160,5.966
280137,Vor Sonnenuntergang,movie,드라마,기타,3,6.3
476748,Odygdens belöning,movie,"드라마,코미디",기타,0,0.0
83533,아바타: 불과 재,movie,"SF,모험,판타지",기타,0,0.0
1001054,Fainéant.es,movie,"드라마,코미디",기타,5,5.7
1001057,Zénithal,movie,"코미디,액션,로맨스",기타,11,5.864
116325,Half Human: The Story of the Abominable Snowman,movie,"공포,SF",기타,11,3.0
116328,Missile Monsters,movie,SF,기타,2,3.0
280172,Serndhu Polama,movie,"드라마,코미디,스릴러,로맨스",Tentkotta,1,3.0
149103,"Hesus, rebolusyunaryo",movie,"드라마,역사",기타,8,5.2
1492608,존 캔디: 난 내가 좋아,movie,다큐멘터리,Amazon Prime Video,54,7.898
870028,어카운턴트 2,movie,"미스터리,범죄,스릴러",Amazon Prime Video,1470,7.121
18061,줄루 던,movie,"모험,드라마,역사,전쟁",기타,107,6.0
50835,Below Utopia,movie,"드라마,스릴러",기타,31,5.2
50838,렉트,movie,"미스터리,스릴러,공포","Watcha, wavve",375,5.359
411287,Deadly Sorority,movie,"스릴러,TV 영화",기타,19,5.7
1263256,해피 길모어 2,movie,코미디,Netflix,799,6.63
280217,레고 무비 2,movie,"액션,모험,애니메이션,코미디,가족",기타,2336,6.7
214681,Sweet Deception,movie,"TV 영화,스릴러",기타,2,6.0
149148,Dead Inside,movie,공포,기타,11,4.3
411297,Valparaiso,movie,기타,기타,0,0.0
1328803,프리즈너 오브 워,movie,"액션,전쟁,스릴러,역사",기타,123,7.163
247464,Cadences Obstinées,movie,로맨스,기타,3,5.3
83633,Pigskin Parade,movie,"코미디,음악",기타,14,6.1
345781,The Outcasts,movie,"판타지,공포",기타,5,7.0
476869,Strange Events,movie,공포,Watcha,15,4.6
1296071,Arto Lindsay Perdoa a Beleza (The Love Factory Series),movie,다큐멘터리,기타,0,0.0
837335,키메라,movie,"드라마,판타지,코미디",기타,514,7.3
1328862,첫 번째 키스,movie,"드라마,SF,판타지,로맨스",기타,12,7.5
18147,성탄절 전야의 공항 대소동,movie,"코미디,가족",기타,320,5.95
214756,19곰 테드 2,movie,"코미디,판타지",Amazon Prime Video,7793,6.316
50927,Helpmates,movie,코미디,기타,78,7.2
18168,어바웃 아담,movie,"코미디,로맨스",기타,120,5.2
116477,Cefalonia,movie,"드라마,역사,TV 영화",기타,10,6.5
476928,왓 어바웃 러브,movie,"로맨스,드라마",기타,1,1.0
18177,좀비 바이러스,movie,공포,기타,38,3.9
313096,Sune i fjällen,movie,"코미디,가족",기타,16,4.781
182026,Stranger Things,movie,드라마,기타,69,8.486
50958,블랙리스트,movie,"범죄,드라마",Cultpix,40,3.825
1328913,Padre no hay más que uno 5: Nido repleto,movie,"코미디,가족",기타,29,6.552
575264,미션 임파서블: 데드 레코닝,movie,"액션,스릴러",기타,4730,7.5
575265,미션 임파서블: 파이널 레코닝,movie,"액션,스릴러",기타,2108,7.262
673593,퀸카로 살아남는 법: 더 뮤지컬,movie,코미디,기타,665,5.9
476987,Keti lõpp,movie,드라마,기타,6,6.3
18239,뉴 문,movie,"모험,판타지,드라마,로맨스",기타,9545,6.0
18240,프로포즈,movie,"코미디,로맨스,드라마",Disney Plus,7218,7.151
1034060,Ölü Mevsim,movie,드라마,기타,4,5.0
116562,Loose Loot,movie,코미디,기타,5,6.6
116564,Deadly Weapon,movie,SF,기타,11,4.0
1525598,Love Roulette,movie,로맨스,기타,0,0.0
804708,Señorito,movie,"음악,코미디,로맨스",기타,0,0.0
477036,더 소나타,movie,"공포,스릴러,미스터리","Watcha, wavve",60,4.775
51052,아더 크리스마스,movie,"드라마,애니메이션,가족,코미디",기타,1561,6.769
51083,Word of Honor,movie,"드라마,TV 영화",기타,6,6.6
640915,D.N.A. - Decisamente non adatti,movie,"코미디,SF",기타,84,5.4
116635,Tiger Warsaw,movie,드라마,기타,27,5.4
509852,Srivari Muchatlu,movie,기타,기타,0,0.0
575405,Deadly Switch,movie,"스릴러,TV 영화,드라마",기타,35,5.3
18352,화장터 인부,movie,"코미디,공포,드라마",기타,252,7.8
346034,3 Idiotas,movie,"가족,코미디",기타,126,7.635
83897,A Zona,movie,드라마,기타,4,5.2
378813,알로이스,movie,"드라마,판타지",기타,81,6.407
51141,기항지,movie,"로맨스,드라마",기타,63,6.5
18389,사막의 용사,movie,"전쟁,드라마,역사",기타,37,5.959
870360,The Day the Earth Blew Up: A Looney Tunes Movie,movie,"가족,코미디,모험,애니메이션,SF",기타,176,7.7
51163,Effroyables Jardins,movie,"코미디,드라마",기타,124,7.431
575452,배신자,movie,"드라마,범죄,스릴러","Watcha, wavve",1394,7.655
935903,헤어콘테스트 살인사건,movie,"코미디,미스터리,스릴러",기타,48,5.958
772067,Corrupción encadenada,movie,기타,기타,2,5.0
149476,Gangsters '70,movie,범죄,기타,5,7.0
51186,따이나 2 – 모험은계속된다,movie,"모험,가족",기타,22,5.0
1001472,HLM 푸시,movie,"코미디,드라마",기타,19,6.0
346129,The Wars,movie,기타,기타,3,3.333
346134,미스 스티븐스,movie,"코미디,드라마",기타,247,6.496
313369,라라랜드,movie,"코미디,드라마,로맨스","FilmBox+, Watcha, wavve",17636,7.898
149552,The Assault,movie,"스릴러,액션",기타,2,2.5
18484,Wassup Rockers,movie,드라마,기타,68,5.6
346165,36 Ghante,movie,"액션,범죄,드라마,스릴러",기타,2,5.5
84022,Ebberød bank,movie,코미디,기타,4,6.6
608317,히든 어웨이,movie,드라마,기타,250,7.536
18516,애덤 레져렉티드,movie,"드라마,전쟁",기타,99,6.152
280686,Alceste,movie,음악,기타,0,0.0
1296504,스탠드 유어 그라운드,movie,"액션,스릴러,범죄",TVING,56,4.6
51321,Permanent Record,movie,드라마,기타,59,6.281
84094,철로,movie,드라마,Watcha,7,7.0
1493149,How To Drag A Body,movie,기타,기타,0,0.0
18591,비밀의 그림,movie,스릴러,기타,58,5.6
575659,베를린 알렉산더 광장,movie,"드라마,범죄",기타,82,6.9
936108,스머프,movie,"애니메이션,가족,판타지",기타,216,5.9
18611,프로스트바이트,movie,코미디,기타,37,4.0
51384,"러블리, 스틸",movie,"드라마,로맨스",Watcha,40,6.6
1329336,배드 가이즈: 오싹한 핼러윈,movie,"애니메이션,코미디",Netflix,146,6.952
346302,Mangiala!,movie,코미디,기타,3,3.3
84178,블랙 락,movie,"스릴러,공포",기타,244,4.8
1394918,Unconquered,movie,드라마,기타,0,0.0
346364,그것,movie,"공포,스릴러",기타,19820,7.238
379138,어글리 & 블라인드,movie,"로맨스,드라마,코미디",기타,12,4.458
379149,더 포리너,movie,"액션,스릴러,범죄","TVING, Watcha, wavve",2808,6.967
51482,데스노트 리라이트: 환시하는 신 (환상을 쫓는 신 / 보이지 않는 신),movie,"TV 영화,범죄,드라마,판타지,스릴러,애니메이션",기타,370,7.911
182560,다크 플레이스,movie,"스릴러,미스터리,드라마,범죄","TVING, Watcha, wavve",1330,5.928
280874,Killing Daddy,movie,"스릴러,범죄,미스터리,TV 영화",기타,100,7.105
1034541,테리파이어 3,movie,"공포,스릴러",기타,1810,6.812
313663,Maratabat,movie,"액션,드라마",기타,1,10.0
1198426,Capitán Avispa,movie,"애니메이션,가족",기타,40,7.075
18785,행오버,movie,코미디,기타,17622,7.328
18823,타이탄,movie,"모험,판타지,액션",기타,6505,5.9
477576,할로윈 데드,movie,공포,기타,7,3.4
18825,Espace détente,movie,코미디,기타,81,4.438
1362315,요람을 흔드는 손,movie,스릴러,Disney Plus,90,5.691
84372,Terreur cannibale,movie,공포,기타,49,3.898
313750,Jezerní královna,movie,"판타지,가족",기타,6,5.8
84375,Frozen Scream,movie,공포,Cultpix,20,2.9
1001884,흰 눈 사이로,movie,"판타지,가족,코미디",Disney Plus,120,6.138
1100215,Sudhu Tumi,movie,로맨스,기타,0,0.0
412092,엄마친구 2,movie,로맨스,기타,15,6.1
313788,Firequake,movie,"스릴러,액션,SF",기타,34,4.5
477634,프랙처드,movie,스릴러,기타,37,6.1
1526215,러브+워,movie,"다큐멘터리,전쟁",Disney Plus,5,5.8
18888,Zamilované maso,movie,"애니메이션,코미디,로맨스",기타,81,6.685
543182,Cinta Pertama,movie,로맨스,기타,0,0.0
215505,Mission à Tanger,movie,"모험,드라마",기타,8,5.8
412117,마이펫의 이중생활  2,movie,"가족,코미디,모험,애니메이션","Amazon Prime Video, wavve",3230,6.948
444902,더티 댄싱,movie,"드라마,로맨스",기타,445,5.508
18919,파우스트,movie,"애니메이션,판타지",기타,72,7.451
84474,Naked Vengeance,movie,"드라마,액션,범죄",기타,20,5.0
1362429,극장판 선배는 남자아이: 비 온 뒤 맑음,movie,"애니메이션,코미디,로맨스,드라마","TVING, Watcha",4,7.5
313867,에시오 트롯: 거북아 거북아,movie,"로맨스,코미디",기타,124,6.7
117263,백악관 최후의 날,movie,"액션,스릴러",기타,6872,6.411
150041,Brasserie Romantiek,movie,"코미디,드라마",기타,11,6.1
346652,어나더 울프캅,movie,"공포,코미디",기타,69,5.659
1198620,Carnage for Christmas,movie,"공포,코미디,미스터리,드라마",기타,10,4.7
51743,Stewardess School,movie,코미디,기타,44,4.83
838180,For the Love of Chocolate,movie,"TV 영화,코미디,로맨스,가족",기타,13,6.2
412200,Tereddüt,movie,드라마,기타,41,5.646
215610,Die Försterbuben,movie,드라마,기타,1,5.0
838209,파묘,movie,"미스터리,공포,스릴러","Netflix, TVING",588,7.535
903746,Lauras Stern,movie,가족,기타,11,5.864
51781,Arctic Antics,movie,애니메이션,기타,19,5.8
444997,Onnellinen ministeri,movie,"코미디,로맨스",기타,2,5.5
346698,바비,movie,"코미디,모험",기타,10480,6.943
117325,À dix minutes des naturistes,movie,"코미디,TV 영화",기타,14,4.607
117335,International Khiladi,movie,"액션,스릴러,범죄,로맨스",기타,14,5.1
543343,구아바 아일랜드,movie,"코미디,스릴러,음악",기타,336,6.686
19059,Dead Fish,movie,"스릴러,모험,액션,코미디",기타,49,5.443
51828,원 데이,movie,"드라마,로맨스","Watcha, wavve",4428,7.4
19064,나이스 보이스,movie,"코미디,공포,로맨스",기타,350,5.791
215720,Poison Candy,movie,스릴러,기타,6,4.833
1002158,Rapaces,movie,"스릴러,미스터리",기타,51,6.529
19129,더 리턴 오브 닥터 마부제,movie,"범죄,스릴러,SF,미스터리",기타,17,6.1
19136,헬자포핀,movie,"음악,코미디",기타,106,7.171
1034947,변방의 형제들 2,movie,드라마,Netflix,86,6.2
314062,Die Schneekönigin,movie,"가족,판타지",기타,9,5.9
215773,Almost Dead,movie,"공포,스릴러,미스터리",기타,14,5.7
19174,돌레마이트,movie,"액션,코미디,범죄",기타,125,5.8
215782,Quebranto,movie,다큐멘터리,DocAlliance Films,11,6.636
314093,Huracán Ramírez,movie,액션,기타,8,5.625
183026,Rigodon,movie,"스릴러,드라마,미스터리",기타,16,5.719
1002226,Midnight Peepshow,movie,공포,기타,15,4.3
84724,Stitches,movie,코미디,기타,5,2.2
19189,Excellent Cadavers,movie,"드라마,스릴러,역사,TV 영화,범죄",기타,26,6.2
1428213,빌런 아카데미,movie,"코미디,판타지",Netflix,13,7.192
281338,혹성탈출: 종의 전쟁,movie,"드라마,SF,전쟁",Disney Plus,9446,7.211
