id,title,type,genres,providers,vote_count,vote_average,weighted_score
13805,재난 영화,movie,"코미디,SF",기타,1092,3.2,5.553993887633083
13811,노잉,movie,"액션,미스터리,SF,스릴러",기타,5600,6.237,6.295695410903333
833013,キノの旅 the Beautiful World 病気の国 -For You-,movie,"애니메이션,드라마,모험,판타지",기타,5,8.2,6.407406278918973
341494,A részleg,movie,드라마,기타,7,4.857,6.400865543324229
341519,Karu süda,movie,"드라마,로맨스",기타,9,2.444,6.392683483987031
112157,시공의 여행자,movie,"모험,애니메이션,로맨스,SF",기타,9,6.4,6.404427777429437
374306,Studio legale per una rapina,movie,범죄,기타,3,2.333,6.400403969478809
603692,존 윅 4,movie,"액션,스릴러,범죄",Watcha,7484,7.7,7.327286015462193
46636,운명의 산 낭가 파르밧,movie,"모험,드라마",Watcha,60,6.6,6.408247339925739
112205,위험한 패밀리,movie,"범죄,코미디,액션",기타,3022,6.366,6.385222388587348
1193550,캘리포니아 스키밍,movie,"음악,코미디,드라마",기타,1,7.0,6.404637931622927
13904,Zomerhitte,movie,"범죄,드라마,로맨스",기타,20,5.45,6.398167110384238
1259102,이터니티,movie,"로맨스,코미디,판타지",기타,4,7.125,6.405393263085668
308831,Ellos Volvieron,movie,"범죄,공포,드라마",기타,26,5.788,6.399183641689655
112229,Dead Fire,movie,"SF,액션,스릴러",기타,7,3.8,6.398423306725338
46705,블루 발렌타인,movie,"드라마,로맨스","Netflix, wavve",3410,7.0,6.720154097885005
538225,데드우드: 더 무비,movie,"서부,드라마",기타,430,6.717,6.4433682587195396
1062522,In the Belly of a Tiger,movie,"드라마,공포",기타,1,7.0,6.404637931622927
374416,Quo vado?,movie,코미디,기타,2158,6.8,6.569212687730202
210577,나를 찾아줘,movie,"미스터리,스릴러,드라마","Disney Plus, wavve",19431,7.889,7.689155514040292
46738,그을린 사랑,movie,"드라마,전쟁,미스터리",Netflix,3067,8.1,7.258401742323811
13971,와일드 차일드,movie,"코미디,드라마,로맨스",기타,1883,6.7,6.517890421162566
472724,Suçlu,movie,드라마,기타,2,4.0,6.402851038172018
79509,엠브런스,movie,"액션,스릴러,코미디",기타,120,5.8,6.381360418142647
1226406,위드 러브,movie,"액션,코미디,로맨스",기타,302,5.8,6.349534756077448
571055,Down,movie,"공포,스릴러",기타,248,6.8,6.434435042516689
669359,Cottontail,movie,드라마,기타,9,6.8,6.405615269182967
14001,데드 사일런스,movie,공포,기타,2373,6.449,6.424038151466952
472751,No Panic with a Hint of Hysteria,movie,"코미디,범죄",기타,7,4.6,6.400271735560828
439988,히틀러스 할리우드,movie,"다큐멘터리,역사",기타,31,6.4,6.404395877015681
374465,다가오는 것들,movie,드라마,TVING,330,6.5,6.413846939705031
14019,Ex Drummer,movie,"코미디,범죄,드라마,스릴러",기타,228,6.8,6.432185827248841
14025,레이크 데드,movie,"공포,스릴러",기타,56,4.3,6.366160998523706
374475,토니 에드만,movie,"코미디,드라마","TVING, Watcha",1044,7.0,6.557336165360518
898768,Nada Consta,movie,SF,기타,0,0.0,6.404440961442163
276177,Operación 67,movie,"범죄,액션,모험",기타,10,6.3,6.404096567320149
440038,금남의 집,movie,드라마,기타,22,3.159,6.3809897030989555
800497,놈이 우리 안에 있다,movie,"공포,코미디",기타,592,6.03,6.343114936661064
997113,헤다,movie,"드라마,스릴러,로맨스",Amazon Prime Video,55,5.1,6.381129207842177
1160956,판다 플랜,movie,"액션,코미디",기타,241,6.846,6.43704781531287
46853,유년의 사랑,movie,드라마,기타,84,5.131,6.370008127874551
46856,Detsembrikuumus,movie,"전쟁,액션,드라마,역사",기타,9,5.5,6.401755920983995
603931,Hodinářův učeň,movie,"판타지,가족",기타,10,4.5,6.398161066429823
46878,스웜,movie,"스릴러,SF,공포",기타,187,4.987,6.32185700712085
505642,블랙 팬서: 와칸다 포에버,movie,"액션,모험,SF",Disney Plus,7111,7.026,6.840604449559395
1357633,나 혼자만 레벨업 -리어웨이크닝-,movie,"액션,모험,판타지,애니메이션",기타,242,7.0,6.448588877674166
1062722,프랑켄슈타인,movie,"드라마,공포,판타지",Netflix,1799,7.765,6.912082762994666
112454,클라운,movie,"공포,스릴러",Watcha,1427,5.8,6.210594941130681
46919,데이지즈,movie,"코미디,드라마",기타,406,7.271,6.507055139139906
46924,Being Human,movie,"드라마,코미디,판타지",기타,61,5.1,6.378636415246817
14160,업,movie,"애니메이션,코미디,가족,모험",Disney Plus,21093,7.959,7.7641547483809275
14161,2012,movie,"액션,모험,SF",Watcha,12402,5.863,5.969100608771384
1226578,롱레그스,movie,"범죄,공포,스릴러",기타,2335,6.563,6.473545664113612
79698,더 러버스,movie,"액션,모험,SF,로맨스","TVING, Watcha, wavve",74,4.716,6.364091988004612
243544,K3: Dierenhotel,movie,"가족,코미디,모험",기타,15,7.4,6.409357140523795
14181,보일러 룸,movie,"범죄,드라마,스릴러",기타,713,6.711,6.462952738530647
341880,Mathias Sandorf,movie,"로맨스,모험,드라마",기타,8,5.8,6.4028453936695975
309115,Gabino Barrera,movie,"액션,모험,드라마,서부",기타,5,5.4,6.402782154199723
14207,월드 트레져 - 운명의 창을 찾아서,movie,"모험,액션,판타지,TV 영화",기타,681,6.3,6.3852368641470685
112518,Deadly Illusion,movie,"드라마,범죄,미스터리,스릴러",기타,6,5.6,6.402847272685427
14220,스트레인지 와일더니스,movie,"코미디,모험",기타,239,4.887,6.293247562562878
997265,룰 34,movie,드라마,기타,20,5.4,6.397838444111971
505746,더 레이싱: 불타는 서킷,movie,"액션,코미디",Netflix,125,5.5,6.368523081095147
112529,Monstrosity,movie,"공포,코미디,SF",기타,9,4.222,6.397961884831469
46994,사랑 65,movie,드라마,기타,20,5.8,6.400467774290108
571286,Mondo Hollywoodland,movie,"코미디,SF",기타,6,6.1,6.403837829378288
1062807,극장판 스파이 패밀리 코드: 화이트,movie,"애니메이션,코미디,모험,액션","Disney Plus, Netflix, TVING, Watcha",585,7.067,6.511879989481949
79772,라 보엠,movie,"음악,로맨스",기타,6,8.8,6.40918683551974
1030049,Niebezpieczni dżentelmeni,movie,"코미디,범죄,역사",기타,21,6.0,6.401650430429453
79778,배당률,movie,"범죄,미스터리",기타,9,5.7,6.4023496668607605
14249,리벤지,movie,"스릴러,로맨스,드라마",wavve,466,6.5,6.417205540920451
14254,안나와 알렉스: 두 자매 이야기,movie,공포,기타,1565,6.453,6.421006245107482
604079,롱 워크,movie,"스릴러,SF,공포",기타,824,6.927,6.516381024815443
47032,Torzók,movie,드라마,기타,12,6.0,6.402841643068307
604092,Deadly Influencer,movie,"스릴러,범죄,TV 영화",기타,7,3.4,6.397499092307593
145341,Pułkownik Kwiatkowski,movie,"코미디,역사",기타,30,6.7,6.407345623421046
47039,Der Rosenkönig,movie,드라마,기타,19,6.4,6.404413220033891
473033,언컷 젬스,movie,"드라마,스릴러,범죄",Netflix,5113,7.151,6.873632706875348
79830,Deadlock,movie,"스릴러,범죄,드라마,서부",기타,50,6.17,6.400625935707571
14298,소머스 타운,movie,"코미디,드라마",기타,98,6.827,6.417711097242544
669665,우리 아버지,movie,드라마,기타,210,6.6,6.417145099936609
407531,비데블: 저주의 어플,movie,"공포,스릴러",기타,278,5.227,6.305268511802424
276466,Trippel Trappel,movie,"애니메이션,가족",기타,5,5.8,6.403442743445331
374771,리딕 4,movie,"SF,액션",기타,0,0.0,6.404440961442163
14324,버진 테리토리,movie,"모험,액션,코미디,로맨스",기타,354,4.881,6.244724649071577
14330,콘돔 전쟁,movie,"코미디,로맨스",기타,134,6.1,6.391517217910119
14336,아바,movie,"코미디,드라마,음악",기타,80,6.6,6.409483417151771
47114,Živý bič,movie,"드라마,TV 영화",기타,3,6.3,6.404337404169448
899082,해리 포터 20주년: 리턴 투 호그와트,movie,다큐멘터리,기타,3454,7.306,6.88524646420268
79896,레버넌트,movie,"코미디,공포,전쟁",기타,267,6.151,6.383870455391259
899112,바이올런트 나잇,movie,"액션,코미디,판타지",기타,2380,7.235,6.770326000454427
47145,Sant'Agostino,movie,드라마,기타,14,5.107,6.398459214270923
1357886,Django Undisputed,movie,서부,기타,11,5.955,6.402811263863094
1128529,Manželé Stodolovi,movie,드라마,기타,9,5.389,6.401426392022391
538715,Selvmordsturisten,movie,"미스터리,스릴러,드라마",기타,92,6.1,6.395448291933181
866398,비키퍼,movie,"액션,범죄,스릴러","Watcha, wavve",3881,7.277,6.894967879085561
505953,스톰보이,movie,"드라마,모험,가족","TVING, wavve",148,7.142,6.4388693780530755
14440,타투이스트,movie,"공포,스릴러",기타,58,4.853,6.375231204977954
1226863,슈퍼 마리오 갤럭시,movie,"가족,판타지,코미디,모험,애니메이션",기타,0,0.0,6.404440961442163
14451,데드 스노우,movie,"공포,코미디",기타,1182,5.98,6.285121830865025
14452,킬 스위치,movie,"액션,스릴러,범죄,모험","TVING, Watcha, wavve",118,4.521,6.3336754919617535
14456,쉬룸스,movie,"공포,미스터리",기타,396,4.9,6.230171195827264
1128568,내 방식대로 할게요,movie,"코미디,로맨스",Netflix,119,6.172,6.395636379569354
80015,할리우,movie,코미디,기타,601,5.351,6.229720236796304
80035,왓치,movie,"코미디,액션,SF",기타,2395,5.583,6.0413002528896715
702654,"나디아, 나빌레라",movie,드라마,기타,19,5.711,6.40010923528902
1128650,열혈검사,movie,"액션,드라마,범죄,스릴러",Watcha,141,6.7,6.417613873452738
374987,Félvilág,movie,"TV 영화,미스터리,드라마,역사,범죄",기타,29,6.9,6.40915036376166
112847,Vellore Maavattam,movie,"액션,드라마",기타,3,6.3,6.404337404169448
14553,스틸링 뷰티,movie,"드라마,로맨스",기타,588,6.7,6.452573879702842
473307,Love You to the Stars and Back,movie,"모험,드라마,로맨스,코미디",기타,12,7.7,6.409564110609334
1128668,Santocielo,movie,"코미디,판타지",기타,155,5.955,6.38251770205661
1456349,그저 사고였을 뿐,movie,"드라마,스릴러,범죄",기타,139,7.1,6.435021270892928
47327,드라이브 앵그리 3D,movie,"판타지,스릴러,액션,범죄","TVING, Watcha, wavve",1956,5.5,6.049102810037979
243938,핫 텁 타임머신 2,movie,코미디,기타,974,5.198,6.110422671784788
47340,Dead End Drive-In,movie,"공포,SF,액션",기타,114,5.596,6.375058104334338
14574,줄무늬 파자마를 입은 소년,movie,"드라마,전쟁,역사",기타,7453,7.8,7.397329341522689
407794,Indiscretion,movie,"스릴러,범죄,드라마,로맨스","Watcha, wavve",34,4.324,6.381299237733129
14583,Deceiver,movie,"미스터리,범죄,드라마,스릴러",기타,133,5.955,6.385498241239411
47356,Omicron,movie,"SF,코미디",기타,16,6.2,6.403364460624986
375052,Powrót wabiszczura,movie,드라마,기타,5,1.0,6.395515672498046
1292559,Love Is Like a Violin,movie,다큐멘터리,기타,0,0.0,6.404440961442163
80151,Never Take Sweets from a Stranger,movie,"드라마,미스터리,스릴러",기타,45,7.278,6.417255590707746
47396,Anděl Páně,movie,"가족,코미디,판타지",기타,28,6.6,6.406235904430303
14635,루키,movie,"드라마,가족",Disney Plus,475,6.811,6.4596546918044035
14636,컨뎀드,movie,"액션,스릴러",기타,832,6.1,6.338728597015276
1456432,Rosenthal,movie,"드라마,역사,TV 영화",기타,7,7.1,6.406048075671734
80195,언더그라운드,movie,공포,기타,28,4.357,6.385648479005797
735560,Edición ilimitada,movie,드라마,기타,2,8.5,6.405826638251367
47436,데드 헤이스트,movie,"액션,모험,공포",기타,24,4.2,6.387075182188369
309581,라일라 & 이브,movie,"스릴러,드라마",FilmBox+,256,6.098,6.380513405128739
112977,Deadlocked,movie,"범죄,스릴러,드라마,미스터리,TV 영화",기타,5,5.8,6.403442743445331
14686,심야 영화,movie,"공포,스릴러,판타지",기타,91,4.978,6.362750915356848
47467,킬 스피드,movie,"범죄,액션,스릴러",기타,34,4.088,6.378674098689747
14709,그들만의 계절,movie,"코미디,드라마,로맨스",기타,445,6.1,6.365371798954632
866678,푸리오자,movie,"액션,범죄,드라마",Netflix,196,6.334,6.400151385712758
14725,King Guillaume,movie,코미디,기타,54,4.5,6.371014512791746
965004,Křivé zrcadlo,movie,코미디,기타,0,0.0,6.404440961442163
1161617,코드 3,movie,"액션,코미디",기타,124,6.7,6.41608823811577
80278,더 임파서블,movie,"드라마,스릴러,역사","Watcha, wavve",6526,7.368,7.0629863278444045
604578,터지기 전에,movie,"코미디,공포",기타,559,6.8,6.466178034971824
276907,레전드,movie,"범죄,스릴러",Watcha,4116,7.1,6.80548892640785
80321,마다가스카 3: 이번엔 서커스다!,movie,"애니메이션,가족,코미디,모험",기타,6383,6.621,6.551406210135991
571844,Nevermind,movie,코미디,기타,24,5.0,6.3933772894554854
342470,"눈부신 세상 끝에서, 너와 나",movie,"로맨스,드라마",Netflix,2952,7.6,6.995156705060603
14819,디즈니 캠프,movie,"가족,코미디",기타,398,6.1,6.369018081639211
14836,코렐라인: 비밀의 문,movie,"애니메이션,가족,판타지",기타,8656,7.9,7.512926485199859
47606,The Torturer,movie,"스릴러,공포",기타,14,3.643,6.391709560052388
604685,크리미널 스쿼드: 판테라,movie,"액션,범죄,스릴러","TVING, Watcha",671,6.621,6.443782285589963
14878,비마나 미스터리,movie,"액션,공포,SF,스릴러","TVING, Watcha, wavve",149,5.383,6.356454234473163
47646,The Grasshopper,movie,"로맨스,드라마",기타,13,4.769,6.397437162358375
965150,애프터썬,movie,드라마,"Netflix, TVING, Watcha, wavve",1676,7.674,6.857295204966391
47653,이민자,movie,"코미디,로맨스",기타,300,7.282,6.483676413066599
14893,셰이크 잇 올 어바웃,movie,"코미디,드라마",기타,46,5.9,6.396879114272007
1391153,Kitab Sijjin & Illiyyin,movie,"공포,스릴러",기타,4,7.4,6.405756707214394
801335,걸 인 더 베이스먼트,movie,"스릴러,범죄,TV 영화",기타,800,7.6,6.654649518666637
113234,Never Forget,movie,"TV 영화,드라마",기타,5,4.2,6.400800386462903
670292,크리에이터,movie,"SF,액션,모험","TVING, Watcha",3569,7.0,6.726904431405892
997976,Objectos de Luz,movie,다큐멘터리,기타,0,0.0,6.404440961442163
342626,Fernand clochard,movie,코미디,기타,1,6.0,6.404307200044676
1325678,Sarah's Oil,movie,드라마,기타,1,6.0,6.404307200044676
309875,Micke & Veronica,movie,"코미디,로맨스",기타,18,5.639,6.399909639562943
1260158,Liars II: Fit To Kill,movie,공포,기타,0,0.0,6.404440961442163
473753,아름다운 것들,movie,다큐멘터리,GuideDoc,6,7.3,6.406215165441155
670367,Urma,movie,스릴러,기타,9,6.111,6.403569814637512
211618,Fractured Minds,movie,공포,기타,1,6.0,6.404307200044676
506539,Regarder Oana,movie,"애니메이션,드라마",기타,1,6.0,6.404307200044676
47796,맘마 로마,movie,드라마,기타,423,7.9,6.588043664399548
47822,엘리미네이터,movie,"액션,SF",기타,61,4.8,6.372701793376276
637649,캐시트럭,movie,"스릴러,범죄,드라마",기타,5817,7.591,7.1852697237493866
1063639,Satranic Panic,movie,"공포,코미디",기타,1,8.0,6.404968663201179
146140,The Protagonists,movie,"범죄,드라마,스릴러",MUBI,29,5.259,6.3935555938049164
1096429,Never Fuggedaboutit,movie,"드라마,코미디",기타,2,6.2,6.404305775988588
1030905,Radical Hardcore,movie,로맨스,기타,13,5.038,6.398589158668824
637693,스피릿,movie,"애니메이션,모험,가족,서부",기타,537,7.3,6.539544682002214
80638,The Glove,movie,"액션,스릴러",기타,12,4.9,6.398491811129995
15104,토르틸라 스프,movie,"코미디,드라마,로맨스",기타,50,6.3,6.402741407946066
15121,사운드 오브 뮤직,movie,"드라마,가족,음악,로맨스",Disney Plus,3484,7.724,7.1110071696515975
47892,Strange Invaders,movie,"공포,미스터리,SF",기타,81,4.79,6.362306112274482
375580,Dead Body,movie,"공포,미스터리",기타,34,5.2,6.391043397911105
1293086,On aurait dû aller en Grèce,movie,코미디,기타,33,5.2,6.391433188262562
1424160,රාණි,movie,"드라마,범죄,스릴러",기타,1,7.0,6.404637931622927
146216,레드: 더 레전드,movie,"액션,코미디,범죄,스릴러",기타,4195,6.528,6.476255715203818
441130,'울프워커스' - Wolfwalkers,movie,"애니메이션,가족,모험,판타지","Apple TV, TVING",1305,8.205,6.947404623822692
1096493,Friendly Fire,movie,"드라마,모험",Netflix,1,6.0,6.404307200044676
15156,일리갈 텐더,movie,"드라마,스릴러,범죄",기타,54,6.0,6.3973422772070085
146233,프리즈너스,movie,"드라마,스릴러,범죄","FilmBox+, wavve",12579,8.1,7.771508258771862
47933,인디펜던스 데이: 리써전스,movie,"액션,모험,SF",Disney Plus,6284,5.35,5.692461613269624
211774,The Psychic,movie,"공포,판타지",Cultpix,3,2.0,6.400073787035657
408381,모놀리스,movie,"스릴러,드라마",Watcha,376,5.334,6.286014020495228
80708,이혼녀,movie,"드라마,로맨스",기타,55,6.227,6.401269901889487
47953,Harem Suare,movie,"드라마,역사",기타,55,5.5,6.388277635188161
47955,마견,movie,"드라마,공포,스릴러",기타,287,6.634,6.42434773086025
47956,The Norseman,movie,"액션,모험,드라마,전쟁",기타,17,3.3,6.387078316243941
47971,트리플 엑스 리턴즈,movie,"액션,모험,범죄",기타,9124,6.135,6.202048577384213
342896,i-Lived,movie,"공포,미스터리,스릴러",기타,34,4.2,6.379919927388301
1096563,End of Loyalty,movie,"범죄,액션",기타,7,5.429,6.402187169941604
506763,적인걸 3: 사대천왕,movie,"액션,판타지,모험,미스터리",Netflix,203,6.241,6.394154963434735
15250,디스 크리스마스,movie,"코미디,드라마,로맨스",기타,137,6.528,6.409798471342917
211867,Animali metropolitani,movie,코미디,기타,3,4.3,6.402354326432802
15267,비스트,movie,"전쟁,드라마",기타,196,7.003,6.440890837648382
48038,죽음의 컴퓨터,movie,"액션,공포,SF",기타,47,5.223,6.386351397594176
113597,Nero veneziano,movie,"미스터리,공포",기타,22,5.5,6.397905554113867
1063873,Reine Mère,movie,"드라마,코미디",기타,5,7.9,6.406910836984768
441282,나이트 헌터,movie,"드라마,스릴러",기타,1027,6.57,6.4464276101479365
277452,Die Rothschilds,movie,드라마,기타,14,5.929,6.402248979139525
1227739,Homebound,movie,드라마,기타,3,8.7,6.406717097453425
1293286,Gunslingers,movie,"서부,액션",기타,80,6.363,6.403372413477433
441319,Objectif Lune,movie,"애니메이션,모험,SF,TV 영화",기타,47,7.4,6.4196844051521635
1358831,Voy a pasármelo mejor,movie,코미디,기타,12,6.458,6.404652754911712
80880,ఆర్య,movie,"드라마,액션,로맨스",Sun Nxt,42,6.5,6.40575058737032
408567,죽음의 픽업,movie,스릴러,기타,23,5.196,6.3953149625870385
48138,언노운,movie,"액션,미스터리,스릴러",기타,4036,6.686,6.565432132441998
1096720,"Peter Steiners Theaterstadl - Hilfe, leih mir deine Frau",movie,코미디,기타,0,0.0,6.404440961442163
277526,La cáscara,movie,"코미디,드라마",기타,7,4.9,6.400964896374137
1326106,괴수 8호: 미션 리컨,movie,"애니메이션,액션,SF","Crunchyroll, TVING, Watcha",74,7.9,6.440180601322444
15389,메트로폴리탄,movie,"코미디,드라마,로맨스",기타,171,6.9,6.430975466575364
212006,Yellow Hair and the Pecos Kid,movie,"서부,모험,코미디",기타,3,1.0,6.399082248167333
48171,더 라이트: 악마는 있다,movie,"드라마,스릴러,공포",기타,2166,6.126,6.288204766228864
244786,위플래쉬,movie,"드라마,음악","Netflix, TVING, Watcha, wavve",16068,8.375,8.063002904573722
48186,보이 후 크라이드 웨어울프,movie,"가족,판타지,TV 영화,코미디",기타,304,6.418,6.405680048714929
15421,베킷,movie,"드라마,역사",기타,192,7.1,6.445984959265564
343114,Rasputin - Orgien am Zarenhof,movie,"드라마,역사,액션,전쟁",기타,4,7.5,6.405888868715748
1162320,톡 2 미,movie,공포,기타,0,0.0,6.404440961442163
1064028,메이드,movie,"SF,공포,스릴러",wavve,892,6.636,6.457205142301917
1162337,Blue Eyed Girl,movie,"드라마,코미디,로맨스",기타,1,7.0,6.404637931622927
244836,Passeio com Johnny Guitar,movie,드라마,기타,14,6.4,6.404420486746718
1260649,쥬만지 3,movie,판타지,기타,0,0.0,6.404440961442163
48243,이센셜 킬링,movie,"스릴러,전쟁",기타,164,5.848,6.375803442557925
15476,Dead Tone,movie,"공포,스릴러",기타,91,4.7,6.3546259153568485
48256,Die Puppe,movie,"코미디,판타지,로맨스",기타,85,7.376,6.431015333393964
343173,좀비 사파리,movie,공포,"Watcha, wavve",397,5.519,6.301645294787426
1031306,Apocalypse Clown,movie,"코미디,공포,SF",기타,18,5.972,6.401880961012657
1096846,리딩 롤리타 인 테헤란,movie,드라마,기타,47,7.191,6.416484313935067
277650,Dear Viola,movie,"로맨스,코미디,TV 영화",기타,16,6.8,6.406523810325505
15506,Agnes Browne,movie,드라마,기타,32,6.197,6.4022678092238205
15512,몬스터 vs 에이리언,movie,"애니메이션,가족,모험,SF",기타,4832,6.236,6.300819296979488
48291,Dead Space,movie,"SF,공포",기타,50,3.55,6.357991033670209
801968,Risiken & Nebenwirkungen,movie,코미디,기타,10,6.0,6.403107317171761
310451,Sista Vampires,movie,공포,기타,6,4.167,6.400008337203686
507086,쥬라기 월드: 도미니언,movie,"모험,액션,SF",기타,6738,6.6,6.539440531325439
15566,서바이빙 크리스마스,movie,"코미디,로맨스",기타,563,5.7,6.293831785490596
15567,스티치 무비,movie,"코미디,모험,가족,애니메이션,SF",Disney Plus,756,6.421,6.407753996203643
507089,프레디의 피자가게,movie,"공포,스릴러",기타,4625,7.374,6.990796230197066
1162449,Midnight Hustle,movie,"스릴러,범죄,TV 영화",기타,0,0.0,6.404440961442163
179407,The Mongreloid,movie,코미디,기타,10,6.1,6.4034370672212235
15573,11인의 카우보이,movie,"서부,모험,드라마,액션",기타,255,7.075,6.456611011122494
474331,킵 언 아이 아웃,movie,코미디,기타,627,6.649,6.446456118493831
15591,Black Swarm,movie,"공포,액션",기타,41,4.22,6.375206701284464
900331,"$5,000 Reward",movie,서부,기타,0,0.0,6.404440961442163
1522923,세이프 하우스,movie,"액션,스릴러",기타,32,7.2,6.4127752406387355
474350,그것: 두 번째 이야기,movie,"공포,스릴러",기타,9251,6.838,6.7312281034134305
1260794,Resurrection Road,movie,"액션,공포,서부",기타,4,6.625,6.404732455578895
572667,Terlalu Tampan,movie,"코미디,드라마,로맨스",기타,13,6.5,6.404850194378404
736526,트롤의 습격,movie,"판타지,액션,모험",Netflix,1834,6.583,6.471870289926097
277778,스타쉽 라이징,movie,"액션,SF","Watcha, wavve",35,4.086,6.377902031022725
1064213,아노라,movie,"드라마,코미디,로맨스",기타,2739,7.049,6.7108570969965085
48409,The Hangman,movie,서부,기타,35,6.3,6.403245437616132
15641,베이컨시 2,movie,"범죄,공포,스릴러",기타,288,5.3,6.3083620038830075
408866,리:본,movie,"액션,범죄",기타,238,7.092,6.454627752577772
212258,가면라이더 W RETURNS 가면라이더 액셀,movie,"액션,모험,SF",기타,200,6.6,6.416577685736698
81188,가디언즈,movie,"애니메이션,가족,판타지,액션,모험",Watcha,6961,7.4,7.098588009340827
212262,가면라이더 W RETURNS 가면라이더 이터널,movie,"액션,모험,SF",기타,110,6.6,6.411307939109712
81209,용맹의 십자가,movie,"드라마,전쟁",기타,8,6.4,6.404429238452809
539972,크레이븐 더 헌터,movie,"액션,모험,스릴러",Netflix,2097,6.5,6.443582164632995
48453,Concursante,movie,"드라마,코미디,스릴러",기타,43,5.7,6.3945600372048155
15689,Dead Meat,movie,"코미디,액션,공포,SF",기타,39,4.744,6.383289538167979
1064272,마더 마라: 욕정의 그림자,movie,드라마,"TVING, Watcha",0,0.0,6.404440961442163
48466,스케어드 슈렉레스,movie,"애니메이션,코미디,가족",기타,490,6.693,6.444694314768286
965979,டாடா,movie,"드라마,코미디,로맨스",기타,16,7.438,6.409883252173725
507241,킬러의 게임,movie,"액션,코미디,스릴러",Amazon Prime Video,488,6.379,6.4009044750342055
507244,애프터번,movie,"SF,액션,코미디",기타,120,6.896,6.423211115017846
540012,Rudra Tandava,movie,"액션,드라마,로맨스",Sun Nxt,4,4.5,6.401924023675108
507250,데드 샷,movie,"액션,스릴러",기타,66,5.371,6.382357459708309
1064307,스퍼마게돈: 사정의 날,movie,"애니메이션,모험,판타지,코미디",기타,100,6.4,6.40429874145106
15742,택시더미아,movie,"드라마,공포,코미디",기타,334,6.639,6.427780864581744
572802,아쿠아맨과 로스트 킹덤,movie,"액션,모험,판타지",기타,3275,6.6,6.506139362623076
933260,서브스턴스,movie,"드라마,공포,SF",Disney Plus,5362,7.142,6.876114215353754
146833,The Spy Within,movie,스릴러,기타,5,4.6,6.40146097570851
245142,The Warning,movie,공포,기타,15,3.6,6.390592326196695
376228,오드리와 데이지,movie,다큐멘터리,Netflix,194,7.142,6.448924718664143
802226,빙고 지옥,movie,"스릴러,공포",Amazon Prime Video,131,4.615,6.330107892584691
114104,The Bobo,movie,코미디,기타,5,6.0,6.403773038068135
474560,세바스찬,movie,"드라마,로맨스",기타,13,4.3,6.395428663214878
15821,Ambulancen,movie,"스릴러,액션,드라마",기타,34,5.647,6.396015589234797
1228246,프레디의 피자가게 2,movie,"공포,스릴러,액션",기타,0,0.0,6.404440961442163
343511,Seven Hells,movie,"코미디,공포",기타,0,0.0,6.404440961442163
1195483,Menekşeler Mavidir,movie,드라마,기타,0,0.0,6.404440961442163
15842,En kærlighedshistorie,movie,"드라마,로맨스",기타,12,5.5,6.400864446732711
15845,En soap,movie,"코미디,드라마",기타,26,5.192,6.394100652776712
15846,버로워즈,movie,"공포,서부",기타,226,5.861,6.366634627240991
1195506,노보케인,movie,"액션,코미디,스릴러",기타,1262,6.868,6.540979146257547
15865,빈민금지구역 라 조나,movie,"스릴러,드라마",기타,114,6.346,6.402316919612026
146946,Yellow Rock,movie,서부,기타,17,5.1,6.397145430337901
146949,돌아오지 않는 해병,movie,"전쟁,드라마",기타,8,7.1,6.406277057366555
48660,저주받은 핏줄,movie,"공포,SF",기타,74,6.0,6.39477596397826
605722,롱 디스턴스,movie,"SF,코미디,액션",기타,213,6.516,6.411784908534765
1130022,소버린,movie,"범죄,드라마,스릴러",기타,76,6.638,6.410169512055472
1064486,달팽이의 회고록,movie,"애니메이션,드라마,코미디","TVING, Watcha",687,8.062,6.711412888196863
933416,Gehetzte Menschen,movie,기타,기타,0,0.0,6.404440961442163
310832,Rustom Sohrab,movie,"로맨스,모험",기타,2,8.0,6.405496016020328
81467,Laura's Toys,movie,드라마,기타,17,4.824,6.395601806176828
343611,잭 리처: 네버 고 백,movie,"액션,드라마,스릴러,범죄",Netflix,5140,5.994,6.145985745970044
671295,블루 미라클,movie,"모험,드라마,가족",Netflix,293,7.363,6.489148947416782
179778,Forbidden Games,movie,"범죄,드라마",기타,17,4.647,6.394611873290922
81478,Killing Spree,movie,공포,기타,25,4.88,6.391935703522471
15952,잔인한 이웃,movie,"드라마,스릴러",기타,111,6.203,6.397305415514132
1261148,AlMarhum,movie,"공포,스릴러",기타,8,5.875,6.403043374267499
48732,미국의 심장과 영혼,movie,"다큐멘터리,가족",기타,8,4.9,6.400469626494781
802403,제삼자,movie,"드라마,로맨스",Netflix,42,6.071,6.3998711903853955
605801,애스트로넛,movie,"드라마,코미디",기타,23,6.1,6.402141860406844
605804,더 레치드: 악령의 저주,movie,"공포,미스터리,스릴러","TVING, Watcha",658,6.0,6.332136947795219
278126,The Detectress,movie,코미디,기타,2,4.5,6.403181660403056
1195631,윌리엄 텔,movie,"액션,모험,드라마,역사",기타,187,6.266,6.396375015595426
802443,데들리 일루전,movie,"스릴러,드라마",기타,343,4.931,6.254277469115487
147105,The Emperor's New Clothes,movie,"애니메이션,가족,코미디,TV 영화",기타,1,5.0,6.403976468466425
900786,Los Angeles,movie,드라마,기타,1,5.0,6.403976468466425
376508,돈키호테,movie,음악,기타,1,8.0,6.404968663201179
1457866,클리프 부스의 모험,movie,"드라마,코미디,스릴러",기타,0,0.0,6.404440961442163
